Project ID,Project Name,Number,Street,Borough,Council District,Latitude (Internal),Longitude (Internal),Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,All Counted Units,Total Units
52721,Morrisania Portfolio,266,EAST 169 STREET,Bronx,16,40.83521079,-73.91329453,No,Non Prevailing Wage,29,2,34,34
52721,Morrisania Portfolio,1041,FINDLAY AVENUE,Bronx,16,40.82936557,-73.91466081,No,Non Prevailing Wage,51,8,70,70
52721,Morrisania Portfolio,1055,FINDLAY AVENUE,Bronx,16,40.82973321,-73.91445076,No,Non Prevailing Wage,41,5,48,48
52721,Morrisania Portfolio,1104,FINDLAY AVENUE,Bronx,16,40.83021285,-73.91353592,No,Non Prevailing Wage,33,5,42,42
52721,Morrisania Portfolio,1294,GRANT AVENUE,Bronx,16,40.83573785,-73.91339503,No,Non Prevailing Wage,35,4,43,43
52721,Morrisania Portfolio,1295,MORRIS AVENUE,Bronx,16,40.83562507,-73.91305909,No,Non Prevailing Wage,34,6,43,43
52721,Morrisania Portfolio,986,MORRIS AVENUE,Bronx,16,40.82869438,-73.91637805,No,Non Prevailing Wage,20,6,30,30
52721,Morrisania Portfolio,997,MORRIS AVENUE,Bronx,16,40.82889243,-73.91698125,No,Non Prevailing Wage,9,3,16,16
52721,Morrisania Portfolio,1279,SHERIDAN AVENUE,Bronx,16,40.83594231,-73.9152089,No,Non Prevailing Wage,24,2,27,27
52721,Morrisania Portfolio,1280,SHERIDAN AVENUE,Bronx,16,40.83565928,-73.91476838,No,Non Prevailing Wage,51,3,57,57
52721,Morrisania Portfolio,1291,SHERIDAN AVENUE,Bronx,16,40.83629888,-73.91487959,No,Non Prevailing Wage,38,2,41,41
54353,CONFIDENTIAL,----,----,Brooklyn,42,,,No,Non Prevailing Wage,0,2,2,2
55396,North Shore Plaza_ML,85,HOLLAND AVENUE,Staten Island,49,40.63910371,-74.17023504,No,Non Prevailing Wage,429,0,536,536
58511,Canaan House (20140287),1,WEST 117 STREET,Manhattan,9,40.80187431,-73.94629359,No,Non Prevailing Wage,0,3,146,146
65132,1238 DECATUR STREET,1238,DECATUR STREET,Brooklyn,37,40.68952005,-73.9065715,No,Non Prevailing Wage,0,0,3,15
54648,CONFIDENTIAL,----,----,Queens,21,,,No,Non Prevailing Wage,0,0,1,1
58513,Marcus Garvey Apartments (20140295),227,DUMONT AVENUE,Brooklyn,41,40.66414519,-73.91078467,No,Non Prevailing Wage,0,0,95,95
58513,Marcus Garvey Apartments (20140295),350,BRISTOL STREET,Brooklyn,41,40.66291591,-73.91128013,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),383,BRISTOL STREET,Brooklyn,42,40.66140534,-73.91005665,No,Non Prevailing Wage,0,0,6,6
58513,Marcus Garvey Apartments (20140295),167,RIVERDALE AVENUE,Brooklyn,42,40.66131531,-73.91077043,No,Non Prevailing Wage,0,0,32,32
58513,Marcus Garvey Apartments (20140295),170,RIVERDALE AVENUE,Brooklyn,42,40.66035654,-73.90969042,No,Non Prevailing Wage,0,0,32,32
58513,Marcus Garvey Apartments (20140295),359,BRISTOL STREET,Brooklyn,41,40.6631102,-73.91050851,No,Non Prevailing Wage,0,0,7,7
58513,Marcus Garvey Apartments (20140295),325,BRISTOL STREET,Brooklyn,41,40.6631102,-73.91050851,No,Non Prevailing Wage,0,0,40,40
58513,Marcus Garvey Apartments (20140295),330,BRISTOL STREET,Brooklyn,41,40.66291591,-73.91128013,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),336,BRISTOL STREET,Brooklyn,41,40.66291591,-73.91128013,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),351,BRISTOL STREET,Brooklyn,41,40.6631102,-73.91050851,No,Non Prevailing Wage,0,0,5,5
58513,Marcus Garvey Apartments (20140295),355,BRISTOL STREET,Brooklyn,41,40.6631102,-73.91050851,No,Non Prevailing Wage,0,0,5,5
58513,Marcus Garvey Apartments (20140295),356,BRISTOL STREET,Brooklyn,41,40.66291591,-73.91128013,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),370,BRISTOL STREET,Brooklyn,42,40.66131531,-73.91077043,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),376,BRISTOL STREET,Brooklyn,42,40.66131531,-73.91077043,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),390,BRISTOL STREET,Brooklyn,42,40.66131531,-73.91077043,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),396,BRISTOL STREET,Brooklyn,42,40.66131531,-73.91077043,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),327,CHESTER STREET,Brooklyn,41,40.6634554,-73.90968983,No,Non Prevailing Wage,0,0,53,53
58513,Marcus Garvey Apartments (20140295),330,CHESTER STREET,Brooklyn,41,40.6631102,-73.91050851,No,Non Prevailing Wage,0,0,11,11
58513,Marcus Garvey Apartments (20140295),336,CHESTER STREET,Brooklyn,41,40.6631102,-73.91050851,No,Non Prevailing Wage,0,0,5,5
58513,Marcus Garvey Apartments (20140295),340,CHESTER STREET,Brooklyn,41,40.6631102,-73.91050851,No,Non Prevailing Wage,0,0,5,5
58513,Marcus Garvey Apartments (20140295),341,CHESTER STREET,Brooklyn,41,40.6634554,-73.90968983,No,Non Prevailing Wage,0,0,35,35
58513,Marcus Garvey Apartments (20140295),344,CHESTER STREET,Brooklyn,41,40.6631102,-73.91050851,No,Non Prevailing Wage,0,0,36,36
58513,Marcus Garvey Apartments (20140295),390,CHESTER STREET,Brooklyn,42,40.66140534,-73.91005665,No,Non Prevailing Wage,0,0,6,6
58513,Marcus Garvey Apartments (20140295),394,CHESTER STREET,Brooklyn,42,40.66140534,-73.91005665,No,Non Prevailing Wage,0,0,32,32
58513,Marcus Garvey Apartments (20140295),416,CHESTER STREET,Brooklyn,42,40.66140534,-73.91005665,No,Non Prevailing Wage,0,0,6,6
58513,Marcus Garvey Apartments (20140295),420,CHESTER STREET,Brooklyn,42,40.66140534,-73.91005665,No,Non Prevailing Wage,0,0,6,6
58513,Marcus Garvey Apartments (20140295),424,CHESTER STREET,Brooklyn,42,40.66140534,-73.91005665,No,Non Prevailing Wage,0,0,12,12
58513,Marcus Garvey Apartments (20140295),446,CHESTER STREET,Brooklyn,42,40.66035654,-73.90969042,No,Non Prevailing Wage,0,0,41,41
58513,Marcus Garvey Apartments (20140295),220,DUMONT AVENUE,Brooklyn,41,40.66291591,-73.91128013,No,Non Prevailing Wage,0,0,6,6
58513,Marcus Garvey Apartments (20140295),252,DUMONT AVENUE,Brooklyn,41,40.6634554,-73.90968983,No,Non Prevailing Wage,0,0,17,17
58513,Marcus Garvey Apartments (20140295),171,RIVERDALE AVENUE,Brooklyn,42,40.66140534,-73.91005665,No,Non Prevailing Wage,0,0,32,32
58513,Marcus Garvey Apartments (20140295),224,DUMONT AVENUE,Brooklyn,41,40.66291591,-73.91128013,No,Non Prevailing Wage,0,0,6,6
58513,Marcus Garvey Apartments (20140295),360,BRISTOL STREET,Brooklyn,41,40.66291591,-73.91128013,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),332,BRISTOL STREET,Brooklyn,41,40.66291591,-73.91128013,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),334,BRISTOL STREET,Brooklyn,41,40.66291591,-73.91128013,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),338,BRISTOL STREET,Brooklyn,41,40.66291591,-73.91128013,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),340,BRISTOL STREET,Brooklyn,41,40.66291591,-73.91128013,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),352,BRISTOL STREET,Brooklyn,41,40.66291591,-73.91128013,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),354,BRISTOL STREET,Brooklyn,41,40.66291591,-73.91128013,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),358,BRISTOL STREET,Brooklyn,41,40.66291591,-73.91128013,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),372,BRISTOL STREET,Brooklyn,42,40.66131531,-73.91077043,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),374,BRISTOL STREET,Brooklyn,42,40.66131531,-73.91077043,No,Non Prevailing Wage,0,0,2,2
58513,Marcus Garvey Apartments (20140295),378,BRISTOL STREET,Brooklyn,42,40.66131531,-73.91077043,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),380,BRISTOL STREET,Brooklyn,42,40.66131531,-73.91077043,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),392,BRISTOL STREET,Brooklyn,42,40.66131531,-73.91077043,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),394,BRISTOL STREET,Brooklyn,42,40.66131531,-73.91077043,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),398,BRISTOL STREET,Brooklyn,42,40.66131531,-73.91077043,No,Non Prevailing Wage,0,0,4,4
58513,Marcus Garvey Apartments (20140295),400,BRISTOL STREET,Brooklyn,42,40.66131531,-73.91077043,No,Non Prevailing Wage,0,0,4,4
58249,CONFIDENTIAL,----,----,Staten Island,51,,,No,Non Prevailing Wage,0,0,1,1
54651,CONFIDENTIAL,----,----,Staten Island,50,,,No,Non Prevailing Wage,0,0,1,1
50871,181 Front Street,181,FRONT STREET,Brooklyn,33,40.70259751,-73.98596314,No,Non Prevailing Wage,0,0,21,105
51918,225 E 39th Street (fka 222 East 40th Street),601,3 AVENUE,Manhattan,4,40.74894912,-73.97507554,No,Non Prevailing Wage,0,0,75,372
54642,CONFIDENTIAL,----,----,Staten Island,50,,,No,Non Prevailing Wage,0,0,1,1
55437,Atlantic Yards B14 (Pacific Park),535,CARLTON AVENUE,Brooklyn,35,40.68094936,-73.97061221,No,Non Prevailing Wage,0,15,299,299
52272,CARROLL GARDENS- PHASE 2 (363 BOND STREET),363,BOND STREET,Brooklyn,39,40.6779883,-73.98970337,No,Non Prevailing Wage,0,0,54,270
50702,223 North 8th Street,230,NORTH 9 STREET,Brooklyn,33,40.71736446,-73.95458294,No,Non Prevailing Wage,0,0,19,94
54635,CONFIDENTIAL,----,----,Staten Island,50,,,No,Non Prevailing Wage,0,0,1,1
54647,CONFIDENTIAL,----,----,Bronx,18,,,No,Non Prevailing Wage,0,0,2,2
54638,CONFIDENTIAL,----,----,Queens,32,,,No,Non Prevailing Wage,0,0,1,1
54644,CONFIDENTIAL,----,----,Queens,25,,,No,Non Prevailing Wage,0,0,1,1
58510,Maria Isabel Apartments (20140296),787,EAST 149 STREET,Bronx,8,40.81317649,-73.90663273,No,Non Prevailing Wage,0,0,99,99
54640,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
54679,CONFIDENTIAL,----,----,Manhattan,10,,,No,Non Prevailing Wage,0,0,1,1
54566,CONFIDENTIAL,----,----,Brooklyn,45,,,No,Non Prevailing Wage,0,0,1,1
50467,210 East 39th Street,210,EAST 39 STREET,Manhattan,4,40.74844142,-73.97541859,No,Non Prevailing Wage,0,0,11,55
52733,HCCI 2,2031,ADAM C POWELL BOULEVARD,Manhattan,9,40.80660494,-73.94954801,No,Non Prevailing Wage,0,0,11,11
52733,HCCI 2,2400,ADAM C POWELL BOULEVARD,Manhattan,9,40.81882346,-73.94163735,No,Non Prevailing Wage,0,0,54,54
52733,HCCI 2,2815,FREDERICK DOUGLASS BOULEVARD,Manhattan,9,40.82599181,-73.9399834,No,Non Prevailing Wage,0,0,12,12
52733,HCCI 2,2819,FREDERICK DOUGLASS BOULEVARD,Manhattan,9,40.82633206,-73.93980243,No,Non Prevailing Wage,0,0,44,44
52733,HCCI 2,2844,FREDERICK DOUGLASS BOULEVARD,Manhattan,9,40.8263481,-73.93898581,No,Non Prevailing Wage,0,0,27,27
52733,HCCI 2,2853,FREDERICK DOUGLASS BOULEVARD,Manhattan,9,40.82778625,-73.93884357,No,Non Prevailing Wage,0,0,49,49
52733,HCCI 2,220,BRADHURST AVENUE,Manhattan,9,40.82778625,-73.93884357,No,Non Prevailing Wage,0,0,18,18
52733,HCCI 2,161,LENOX AVENUE,Manhattan,9,40.80360199,-73.94904098,No,Non Prevailing Wage,0,0,13,13
52733,HCCI 2,191,LENOX AVENUE,Manhattan,9,40.80444708,-73.94839377,No,Non Prevailing Wage,0,0,4,4
52733,HCCI 2,166,WEST 120 STREET,Manhattan,9,40.80534815,-73.95022082,No,Non Prevailing Wage,0,0,12,12
52733,HCCI 2,203,WEST 140 STREET,Manhattan,9,40.81891414,-73.94185043,No,Non Prevailing Wage,0,0,15,15
52733,HCCI 2,205,WEST 140 STREET,Manhattan,9,40.81895261,-73.94194072,No,Non Prevailing Wage,0,0,10,10
52733,HCCI 2,211,WEST 140 STREET,Manhattan,9,40.81906253,-73.94220075,No,Non Prevailing Wage,0,0,10,10
52733,HCCI 2,213,WEST 140 STREET,Manhattan,9,40.819101,-73.94229104,No,Non Prevailing Wage,0,0,15,15
52733,HCCI 2,215,WEST 140 STREET,Manhattan,9,40.81913673,-73.94237772,No,Non Prevailing Wage,0,0,15,15
52733,HCCI 2,223,WEST 145 STREET,Manhattan,9,40.8224128,-73.94018535,No,Non Prevailing Wage,0,0,16,16
54553,CONFIDENTIAL,----,----,Staten Island,51,,,No,Non Prevailing Wage,1,0,1,1
52733,HCCI 2,210,WEST 147 STREET,Manhattan,9,40.8232111,-73.93938613,No,Non Prevailing Wage,0,0,41,41
52733,HCCI 2,302,WEST 150 STREET,Manhattan,9,40.82600015,-73.94018574,No,Non Prevailing Wage,0,0,7,7
52733,HCCI 2,308,WEST 150 STREET,Manhattan,9,40.82611282,-73.94045664,No,Non Prevailing Wage,0,0,18,18
52733,HCCI 2,86,WEST 120 STREET,Manhattan,9,40.80431494,-73.94752696,No,Non Prevailing Wage,0,0,8,8
54565,CONFIDENTIAL,----,----,Brooklyn,46,,,No,Non Prevailing Wage,0,0,1,1
54646,CONFIDENTIAL,----,----,Queens,31,,,No,Non Prevailing Wage,0,0,1,1
58248,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
58290,CONFIDENTIAL,----,----,Queens,24,,,No,Non Prevailing Wage,0,0,1,1
58508,BAM South Apartments (20140284),286,ASHLAND PLACE,Brooklyn,35,40.68620185,-73.97849918,No,Non Prevailing Wage,0,0,77,378
54643,CONFIDENTIAL,----,----,Queens,23,,,No,Non Prevailing Wage,0,1,1,1
65100,25 WOODBINE LLC,25,WOODBINE STREET,Brooklyn,34,40.6894918,-73.9200864,No,Non Prevailing Wage,0,0,2,8
53603,CONFIDENTIAL,----,----,Bronx,16,,,No,Non Prevailing Wage,0,0,2,2
54391,CONFIDENTIAL,----,----,Queens,19,,,No,Non Prevailing Wage,0,0,1,1
44265,CULVER EL PHASE I,1204,37 STREET,Brooklyn,39,40.64285213,-73.98728013,No,Non Prevailing Wage,0,0,4,4
44265,CULVER EL PHASE I,1208,37 STREET,Brooklyn,39,40.64277252,-73.98714682,No,Non Prevailing Wage,0,0,4,4
44265,CULVER EL PHASE I,1214,37 STREET,Brooklyn,39,40.64268192,-73.9869955,No,Non Prevailing Wage,0,0,4,4
44265,CULVER EL PHASE I,1220,37 STREET,Brooklyn,39,40.64259133,-73.98684417,No,Non Prevailing Wage,0,0,4,4
44265,CULVER EL PHASE I,1226,37 STREET,Brooklyn,39,40.64250073,-73.98669645,No,Non Prevailing Wage,0,0,4,4
44265,CULVER EL PHASE I,1232,37 STREET,Brooklyn,39,40.64241014,-73.98654513,No,Non Prevailing Wage,0,0,4,4
44265,CULVER EL PHASE I,1264,37 STREET,Brooklyn,39,40.64190225,-73.98570566,No,Non Prevailing Wage,0,0,4,4
44265,CULVER EL PHASE I,1270,37 STREET,Brooklyn,39,40.64180891,-73.98555074,No,Non Prevailing Wage,0,0,4,4
44265,CULVER EL PHASE I,1276,37 STREET,Brooklyn,39,40.64172655,-73.98541383,No,Non Prevailing Wage,0,0,4,4
52318,33 Bond Street,33,BOND STREET,Brooklyn,33,40.68825573,-73.98321492,No,Non Prevailing Wage,0,0,143,714
54411,CONFIDENTIAL,----,----,Brooklyn,45,,,No,Non Prevailing Wage,0,0,1,1
54535,CONFIDENTIAL,----,----,Bronx,18,,,No,Non Prevailing Wage,0,0,1,1
54554,CONFIDENTIAL,----,----,Staten Island,51,,,No,Non Prevailing Wage,0,0,1,1
54555,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
55467,Sam Burt Houses,2675,WEST 36 STREET,Brooklyn,47,40.58044717,-74.0022968,No,Non Prevailing Wage,0,0,147,147
58512,Marien-Heim Tower Senior Apartments (20140280),870,OCEAN PARKWAY,Brooklyn,44,40.62715465,-73.97169143,No,Non Prevailing Wage,0,0,182,182
51297,774 Grand Street,284,HUMBOLDT STREET,Brooklyn,34,40.71158651,-73.9418611,No,Non Prevailing Wage,0,0,13,64
52075,PHIPPS PLAZA SOUTH/KB 25,325,EAST 25 STREET,Manhattan,2,40.73878051,-73.97850386,No,Non Prevailing Wage,0,0,22,56
53558,Phipps Plaza South/KB25 Article XI,325,EAST 25 STREET,Manhattan,2,40.73878051,-73.97850386,Yes,Non Prevailing Wage,0,0,34,56
54559,CONFIDENTIAL,----,----,Brooklyn,37,,,No,Non Prevailing Wage,0,0,3,3
58193,CONFIDENTIAL,----,----,Brooklyn,45,,,No,Non Prevailing Wage,0,0,1,1
58289,CONFIDENTIAL,----,----,Queens,27,,,No,Non Prevailing Wage,0,0,1,1
54556,CONFIDENTIAL,----,----,Brooklyn,40,,,No,Non Prevailing Wage,2,0,2,2
54410,CONFIDENTIAL,----,----,Brooklyn,41,,,No,Non Prevailing Wage,0,0,1,1
54409,CONFIDENTIAL,----,----,Queens,28,,,No,Non Prevailing Wage,0,0,1,1
65138,53 WEST 126TH STREET,53,WEST 126 STREET,Manhattan,9,40.80811729,-73.94362989,No,Non Prevailing Wage,0,0,2,8
53694,CONFIDENTIAL,----,----,Queens,23,,,No,Non Prevailing Wage,0,0,1,1
54403,CONFIDENTIAL,----,----,Queens,29,,,No,Non Prevailing Wage,0,0,1,1
54408,CONFIDENTIAL,----,----,Staten Island,50,,,No,Non Prevailing Wage,0,0,1,1
50356,Gabriel House LP,2044,ADAM C POWELL BOULEVARD,Manhattan,9,40.8073023,-73.95000624,Yes,Non Prevailing Wage,29,1,30,30
54397,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
58507,Stuypark Apartments (20140270),77,NEW YORK AVENUE,Brooklyn,36,40.67707888,-73.94671496,No,Non Prevailing Wage,0,0,103,103
54392,CONFIDENTIAL,----,----,Queens,27,,,No,Non Prevailing Wage,0,0,1,1
54395,CONFIDENTIAL,----,----,Staten Island,51,,,No,Non Prevailing Wage,0,0,1,1
54536,CONFIDENTIAL,----,----,Brooklyn,41,,,No,Non Prevailing Wage,0,0,1,1
58191,CONFIDENTIAL,----,----,Brooklyn,44,,,No,Non Prevailing Wage,0,0,1,1
50372,San Miguel Residence aka Ryer Associates,2386,RYER AVENUE,Bronx,15,40.85957104,-73.89772866,Yes,Non Prevailing Wage,0,0,70,70
53467,CONFIDENTIAL,----,----,Queens,27,,,No,Non Prevailing Wage,0,0,1,1
58189,CONFIDENTIAL,----,----,Queens,27,,,No,Non Prevailing Wage,0,0,1,1
54537,CONFIDENTIAL,----,----,Staten Island,50,,,No,Non Prevailing Wage,0,0,1,1
53529,CONFIDENTIAL,----,----,Queens,27,,,No,Non Prevailing Wage,0,0,1,1
53542,CONFIDENTIAL,----,----,Bronx,8,,,No,Non Prevailing Wage,0,0,2,2
53614,CONFIDENTIAL,----,----,Staten Island,51,,,No,Non Prevailing Wage,0,0,1,1
53664,CONFIDENTIAL,----,----,Brooklyn,46,,,No,Non Prevailing Wage,0,0,1,1
50405,CROTONA PARK NORTH,756,EAST 175 STREET,Bronx,17,40.84168395,-73.89187957,Yes,Non Prevailing Wage,0,0,36,36
50405,CROTONA PARK NORTH,1791,PROSPECT AVENUE,Bronx,17,40.8415304,-73.89203884,Yes,Non Prevailing Wage,0,0,31,31
50417,Gateway 1,45,LENOX AVENUE,Manhattan,9,40.79988131,-73.95176356,Yes,Non Prevailing Wage,38,15,59,59
50418,Audubon,2321,ADAM C POWELL BOULEVARD,Manhattan,9,40.81612586,-73.94256458,Yes,Non Prevailing Wage,67,15,88,88
52241,606 West 57th Street,606,WEST 57 STREET,Manhattan,6,40.77043469,-73.99267116,No,Non Prevailing Wage,0,0,206,1028
53615,CONFIDENTIAL,----,----,Queens,21,,,No,Non Prevailing Wage,0,0,1,1
58188,CONFIDENTIAL,----,----,Brooklyn,41,,,No,Non Prevailing Wage,0,0,1,1
58227,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
58491,Locust Manor Family II (20136069),126-02,LOCUST MANOR LANE,Queens,27,40.68004661,-73.77204643,No,Non Prevailing Wage,8,3,54,54
50419,Site A/Washington Heights,2036,AMSTERDAM AVENUE,Manhattan,7,40.83529962,-73.94092905,Yes,Non Prevailing Wage,88,15,110,110
50421,MSHouses,123,EAST 129 STREET,Manhattan,9,40.80747099,-73.93591101,Yes,Non Prevailing Wage,97,26,131,131
58180,CONFIDENTIAL,----,----,Bronx,18,,,No,Non Prevailing Wage,0,0,1,1
55413,334 Beach 54th Street,334,BEACH 54 STREET,Queens,31,40.59346571,-73.78390388,No,Non Prevailing Wage,0,0,32,32
58179,CONFIDENTIAL,----,----,Queens,31,,,No,Non Prevailing Wage,0,0,1,1
53414,CONFIDENTIAL,----,----,Queens,27,,,No,Non Prevailing Wage,0,2,2,2
53663,CONFIDENTIAL,----,----,Brooklyn,36,,,No,Non Prevailing Wage,0,0,1,1
65068,338 AND 340 ELDERT STREET,340,ELDERT STREET,Brooklyn,37,40.69348309,-73.90607912,No,Non Prevailing Wage,0,0,4,8
65107,2985 AND 2987 WEBSTER AVE,2985,WEBSTER AVENUE,Bronx,11,40.86812309,-73.88283381,No,Non Prevailing Wage,0,0,18,88
53616,CONFIDENTIAL,----,----,Bronx,12,,,No,Non Prevailing Wage,0,0,1,1
53661,CONFIDENTIAL,----,----,Brooklyn,36,,,No,Non Prevailing Wage,0,0,1,1
53611,CONFIDENTIAL,----,----,Bronx,13,,,No,Non Prevailing Wage,0,0,1,1
58200,CONFIDENTIAL,----,----,Brooklyn,34,,,No,Non Prevailing Wage,0,0,1,1
53251,CONFIDENTIAL,----,----,Bronx,12,,,No,Non Prevailing Wage,0,0,2,2
53609,CONFIDENTIAL,----,----,Queens,23,,,No,Non Prevailing Wage,0,1,1,1
53618,CONFIDENTIAL,----,----,Bronx,13,,,No,Non Prevailing Wage,0,0,1,1
53624,CONFIDENTIAL,----,----,Queens,22,,,No,Non Prevailing Wage,0,0,1,1
53666,CONFIDENTIAL,----,----,Queens,29,,,No,Non Prevailing Wage,0,0,1,1
58506,625 West 57th Street Apartments (20140275),625,WEST 57 STREET,Manhattan,6,40.77143105,-73.9929671,No,Non Prevailing Wage,0,142,143,709
65108,2999 WEBSTER AVE,2999,WEBSTER AVENUE,Bronx,11,40.86841354,-73.88235965,No,Non Prevailing Wage,0,0,7,34
53612,CONFIDENTIAL,----,----,Brooklyn,42,,,No,Non Prevailing Wage,0,0,1,1
53212,CONFIDENTIAL,----,----,Brooklyn,36,,,No,Non Prevailing Wage,0,0,2,2
58198,CONFIDENTIAL,----,----,Queens,27,,,No,Non Prevailing Wage,0,0,1,1
51585,217-221 W. 29th Street,221,WEST 29 STREET,Manhattan,3,40.74843838,-73.99371299,No,Non Prevailing Wage,0,0,19,95
53610,CONFIDENTIAL,----,----,Queens,32,,,No,Non Prevailing Wage,0,0,1,1
53623,CONFIDENTIAL,----,----,Staten Island,51,,,No,Non Prevailing Wage,0,0,1,1
53665,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
53211,CONFIDENTIAL,----,----,Brooklyn,45,,,No,Non Prevailing Wage,0,0,1,1
50104,Crotona Terrace I aka 1825 Boston Road,1825,BOSTON ROAD,Bronx,17,40.83913354,-73.88559536,No,Non Prevailing Wage,0,0,80,80
58197,CONFIDENTIAL,----,----,Brooklyn,46,,,No,Non Prevailing Wage,0,0,1,1
53572,CONFIDENTIAL,----,----,Queens,26,,,No,Non Prevailing Wage,0,0,1,1
53588,CONFIDENTIAL,----,----,Brooklyn,38,,,No,Non Prevailing Wage,0,0,1,1
53590,CONFIDENTIAL,----,----,Queens,27,,,No,Non Prevailing Wage,0,0,1,1
58196,CONFIDENTIAL,----,----,Brooklyn,42,,,No,Non Prevailing Wage,0,0,1,1
53064,CONFIDENTIAL,----,----,Queens,28,,,No,Non Prevailing Wage,0,0,2,2
53579,CONFIDENTIAL,----,----,Brooklyn,41,,,No,Non Prevailing Wage,0,0,1,1
58195,CONFIDENTIAL,----,----,Queens,31,,,No,Non Prevailing Wage,0,0,1,1
58194,CONFIDENTIAL,----,----,Brooklyn,35,,,No,Non Prevailing Wage,0,0,1,1
53194,CONFIDENTIAL,----,----,Bronx,18,,,No,Non Prevailing Wage,0,0,2,2
55511,Arverne/Nordak,353,BEACH 57 STREET,Queens,31,40.59363527,-73.78799015,No,Non Prevailing Wage,0,0,343,343
48638,LANTERN. 330-332 WEST 51ST ST. STARDOM HALL,330,WEST 51 STREET,Manhattan,3,40.76331985,-73.98718492,No,Non Prevailing Wage,39,0,53,53
48638,LANTERN. 330-332 WEST 51ST ST. STARDOM HALL,332,WEST 51 STREET,Manhattan,3,40.76331985,-73.98718492,No,Non Prevailing Wage,0,0,56,56
53569,CONFIDENTIAL,----,----,Brooklyn,45,,,No,Non Prevailing Wage,0,0,1,1
58192,CONFIDENTIAL,----,----,Bronx,18,,,No,Non Prevailing Wage,0,0,1,1
53578,CONFIDENTIAL,----,----,Staten Island,51,,,No,Non Prevailing Wage,0,0,1,1
58177,CONFIDENTIAL,----,----,Brooklyn,40,,,No,Non Prevailing Wage,0,0,1,1
50187,11 Jackson Street,11,JACKSON STREET,Brooklyn,33,40.71627347,-73.9513443,No,Non Prevailing Wage,0,0,10,44
53604,CONFIDENTIAL,----,----,Brooklyn,41,,,No,Non Prevailing Wage,0,0,1,1
53586,CONFIDENTIAL,----,----,Queens,29,,,No,Non Prevailing Wage,0,0,1,1
53587,CONFIDENTIAL,----,----,Staten Island,51,,,No,Non Prevailing Wage,0,0,1,1
53602,CONFIDENTIAL,----,----,Brooklyn,41,,,No,Non Prevailing Wage,0,0,1,1
58199,CONFIDENTIAL,----,----,Staten Island,50,,,No,Non Prevailing Wage,0,0,1,1
58218,CONFIDENTIAL,----,----,Staten Island,50,,,No,Non Prevailing Wage,0,0,1,1
58247,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
50404,Vannguard,219,BAINBRIDGE STREET,Brooklyn,36,40.68150448,-73.92837409,Yes,Non Prevailing Wage,0,0,8,8
50404,Vannguard,905A,GATES AVENUE,Brooklyn,36,40.68884477,-73.92963186,Yes,Non Prevailing Wage,0,0,4,4
50404,Vannguard,914,GATES AVENUE,Brooklyn,36,40.68866505,-73.92751902,Yes,Non Prevailing Wage,0,0,11,11
50404,Vannguard,462,HANCOCK STREET,Brooklyn,36,40.68383147,-73.93676177,Yes,Non Prevailing Wage,0,0,6,6
